idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
05010107IND02;P1;2021;80225;Kovin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80233;Kula;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80241;Mali Iđoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80250;Nova Crnja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80268;Novi Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80276;Novi Kneževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80292;Opovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80306;Odžaci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80314;Pančevo;117250;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80322;Pećinci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80349;Plandište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80357;Ruma;87629;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80365;Senta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80373;Sečanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80381;Sombor;82982;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80390;Srbobran;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80403;Sremska Mitrovica;96719;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80411;Sremski Karlovci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80420;Stara Pazova;97948;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80438;Subotica;102967;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80446;Temerin;109777;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80454;Titel;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80462;Vrbas;87509;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;80489;Čoka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;80497;Šid;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2021;89010;City Novi Sad;150863;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2021;RS;REPUBLIC OF SERBIA;179852;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2022;70017;Aleksandrovac;57286;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70025;Aleksinac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70033;Aranđelovac;103341;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70041;Arilje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70050;Babušnica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70068;Bajina Bašta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70076;Batočina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70084;Bela Palanka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70092;Barajevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70106;Voždovac;237444;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70114;Vračar;279635;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70122;Grocka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70149;Zvezdara;215468;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70157;Zemun;218377;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70165;Lazarevac;125799;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70173;Mladenovac;103789;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70181;Novi Beograd;298416;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70190;Obrenovac;114544;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70203;Palilula (Beograd);222677;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70211;Rakovica;179016;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70220;Savski venac;418371;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70238;Sopot;83841;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70246;Stari grad;365959;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70254;Čukarica;189454;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70262;Blace;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70289;Bogatić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70297;Bojnik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70319;Boljevac;75458;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70327;Bor;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70335;Bosilegrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70343;Brus;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70351;Bujanovac;53424;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70360;Valjevo;114074;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70378;Varvarin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70386;Velika Plana;71960;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70394;Veliko Gradište;94290;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70408;Vladimirci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70416;Vladičin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70424;Vlasotince;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70432;Vranje;87348;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70459;Vrnjačka Banja;146717;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70467;Gadžin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70475;Golubac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70483;Gornji Milanovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70491;Despotovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70505;Dimitrovgrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70513;Doljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70521;Žabari;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70530;Žagubica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70548;Žitorađa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70556;Zaječar;74227;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70564;Ivanjica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70572;Kladovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70599;Knić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70602;Knjaževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70629;Kosjerić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70637;Koceljeva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70645;Kragujevac;121575;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70653;Kraljevo;106635;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70661;Krupanj;62635;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70670;Kruševac;97043;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70688;Kuršumlija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70696;Kučevo;55467;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70700;Lajkovac;84323;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70718;Lebane;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70726;Leskovac;94079;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70734;Loznica;98860;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70742;Lučani;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70769;Ljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70777;Ljubovija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70785;Majdanpek;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70793;Mali Zvornik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70807;Malo Crniće;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70815;Medveđa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70823;Merošina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70831;Mionica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70840;Negotin;126113;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70866;Nova Varoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70874;Novi Pazar;107011;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70882;Osečina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70904;Paraćin;85578;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70912;Petrovac na Mlavi;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70939;Pirot;92520;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70947;Požarevac;105724;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70955;Požega;101543;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70963;Preševo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70971;Priboj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;70980;Prijepolje;93405;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;70998;Prokuplje;74748;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71005;Ražanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71013;Rača;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71021;Raška;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71030;Rekovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71048;Jagodina;101923;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71056;Svilajnac;94650;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71064;Svrljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71072;Sjenica;88329;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71099;Smederevo;110143;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71102;Smederevska Palanka;68819;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71129;Sokobanja;115541;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71137;Surdulica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71145;Užice;125889;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71153;Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71161;Trgovište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71170;Trstenik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71188;Tutin;67349;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71196;Ćićevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71200;Ćuprija;74897;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71218;Ub;87406;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71226;Crna Trava;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71234;Čajetina;192935;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71242;Čačak;125510;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71269;Šabac;127060;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71277;Lapovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71285;Niška Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71293;Surčin;144918;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71307;Pantelej;116197;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71315;Crveni Krst;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71323;Palilula (Niš);;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71331;Medijana;128096;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;71340;Kostolac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71358;Vranjska Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;71366;Sevojno;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;79014;Grad Beograd;290275;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80012;Ada;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80039;Alibunar;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80047;Apatin;64833;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80055;Bač;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80063;Bačka Palanka;97264;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80071;Bačka Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80080;Bački Petrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80098;Bela Crkva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80101;Beočin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80110;Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80128;Vršac;112967;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80136;Žabalj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80144;Žitište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80152;Zrenjanin;132991;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80179;Inđija;112939;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80187;Irig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80195;Kanjiža;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80209;Kikinda;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80217;Kovačica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80225;Kovin;101592;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80233;Kula;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80241;Mali Iđoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80250;Nova Crnja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80268;Novi Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80276;Novi Kneževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80292;Opovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80306;Odžaci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80314;Pančevo;128955;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80322;Pećinci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80349;Plandište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80357;Ruma;91881;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80365;Senta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80373;Sečanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80381;Sombor;97520;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80390;Srbobran;97538;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80403;Sremska Mitrovica;109011;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80411;Sremski Karlovci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80420;Stara Pazova;111486;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80438;Subotica;111967;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80446;Temerin;117409;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80454;Titel;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80462;Vrbas;96765;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;80489;Čoka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;80497;Šid;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2022;89010;City Novi Sad;175463;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2022;RS;REPUBLIC OF SERBIA;200989;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70017;Aleksandrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70025;Aleksinac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70033;Aranđelovac;126656;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70041;Arilje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70050;Babušnica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70068;Bajina Bašta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70076;Batočina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70084;Bela Palanka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70092;Barajevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70106;Voždovac;248211;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70114;Vračar;342987;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70122;Grocka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70149;Zvezdara;243936;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70157;Zemun;246497;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70165;Lazarevac;125225;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70173;Mladenovac;124776;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70181;Novi Beograd;301450;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70190;Obrenovac;150922;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70203;Palilula (Beograd);211727;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70211;Rakovica;203556;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70220;Savski venac;489634;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70238;Sopot;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70246;Stari grad;385616;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70254;Čukarica;217748;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70262;Blace;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70289;Bogatić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70297;Bojnik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70319;Boljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70327;Bor;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70335;Bosilegrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70343;Brus;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70351;Bujanovac;52481;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70360;Valjevo;130720;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70378;Varvarin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70386;Velika Plana;92523;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70394;Veliko Gradište;101845;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70408;Vladimirci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70416;Vladičin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70424;Vlasotince;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70432;Vranje;87582;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70459;Vrnjačka Banja;169776;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70467;Gadžin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70475;Golubac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70483;Gornji Milanovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70491;Despotovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70505;Dimitrovgrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70513;Doljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70521;Žabari;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70530;Žagubica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70548;Žitorađa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70556;Zaječar;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70564;Ivanjica;161058;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70572;Kladovo;114398;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2023;70599;Knić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70602;Knjaževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70629;Kosjerić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2023;70637;Koceljeva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
