idindikator;IDTer;nTer;IDTipNaselja;nTipNaselja;mes;god;IDVrPod;nVrPod;IDCOICOP;nCOICOP;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2806;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;0600;Health;2672;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;0600;Health;4.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;0700;Transport;5282;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;0700;Transport;8.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;0800;Communication;3327;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;0800;Communication;5.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;0900;Recreation and culture;3675;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;0900;Recreation and culture;6.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;1000;Education;391;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;1000;Education;0.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;1100;Restaurants and hotels;1302;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;1100;Restaurants and hotels;2.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;1;RSD;1200;Miscellaneous goods and services;3217;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;G;Urban settlements;00;2014;2;structure, %;1200;Miscellaneous goods and services;5.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0000;Total;56741;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0100;Food and non-alcoholic beverages;20262;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0100;Food and non-alcoholic beverages;35.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2984;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;5.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0300;Clothing and footwear;3147;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0300;Clothing and footwear;5.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0400;Housing, water, electricity, gas and other fuels;10358;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0400;Housing, water, electricity, gas and other fuels;18.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2770;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0600;Health;2440;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0600;Health;4.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0700;Transport;5550;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0700;Transport;9.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0800;Communication;2770;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0800;Communication;4.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;0900;Recreation and culture;2078;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;0900;Recreation and culture;3.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;1000;Education;638;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;1000;Education;1.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;1100;Restaurants and hotels;1091;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;1100;Restaurants and hotels;1.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;1;RSD;1200;Miscellaneous goods and services;2653;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;O;Other;00;2014;2;structure, %;1200;Miscellaneous goods and services;4.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0000;Total;59269;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0100;Food and non-alcoholic beverages;21094;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0100;Food and non-alcoholic beverages;35.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2770;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;4.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0300;Clothing and footwear;3514;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0300;Clothing and footwear;5.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0400;Housing, water, electricity, gas and other fuels;9976;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0400;Housing, water, electricity, gas and other fuels;16.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2853;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0600;Health;2127;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0600;Health;3.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0700;Transport;6295;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0700;Transport;10.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0800;Communication;2705;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0800;Communication;4.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;0900;Recreation and culture;2806;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;0900;Recreation and culture;4.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;1000;Education;608;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;1000;Education;1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;1100;Restaurants and hotels;1389;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;1100;Restaurants and hotels;2.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;1;RSD;1200;Miscellaneous goods and services;3132;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;0;Total;00;2014;2;structure, %;1200;Miscellaneous goods and services;5.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0000;Total;60088;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0100;Food and non-alcoholic beverages;20129;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0100;Food and non-alcoholic beverages;33.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2532;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;4.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0300;Clothing and footwear;4088;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0300;Clothing and footwear;6.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0400;Housing, water, electricity, gas and other fuels;10253;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0400;Housing, water, electricity, gas and other fuels;17.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;3020;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0600;Health;2097;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0600;Health;3.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0700;Transport;5646;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0700;Transport;9.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0800;Communication;3069;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0800;Communication;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;0900;Recreation and culture;3535;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;0900;Recreation and culture;5.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;1000;Education;725;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;1000;Education;1.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;1100;Restaurants and hotels;1646;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;1100;Restaurants and hotels;2.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;1;RSD;1200;Miscellaneous goods and services;3348;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;G;Urban settlements;00;2014;2;structure, %;1200;Miscellaneous goods and services;5.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0000;Total;58476;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0100;Food and non-alcoholic beverages;22030;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0100;Food and non-alcoholic beverages;37.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;3003;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0300;Clothing and footwear;2951;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0300;Clothing and footwear;5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0400;Housing, water, electricity, gas and other fuels;9708;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0400;Housing, water, electricity, gas and other fuels;16.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2691;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0600;Health;2160;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0600;Health;3.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0700;Transport;6931;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0700;Transport;11.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0800;Communication;2350;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0800;Communication;4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;0900;Recreation and culture;2100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;0900;Recreation and culture;3.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;1000;Education;494;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;1000;Education;0.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;1100;Restaurants and hotels;1137;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;1100;Restaurants and hotels;1.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;1;RSD;1200;Miscellaneous goods and services;2921;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS21;Region Šumadije i Zapadne Srbije;O;Other;00;2014;2;structure, %;1200;Miscellaneous goods and services;5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0000;Total;48189;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0100;Food and non-alcoholic beverages;19004;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0100;Food and non-alcoholic beverages;39.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2760;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;5.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0300;Clothing and footwear;2539;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0300;Clothing and footwear;5.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0400;Housing, water, electricity, gas and other fuels;7351;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0400;Housing, water, electricity, gas and other fuels;15.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2440;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0600;Health;2116;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0600;Health;4.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0700;Transport;3983;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0700;Transport;8.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0800;Communication;2230;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0800;Communication;4.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;0900;Recreation and culture;1757;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;0900;Recreation and culture;3.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;1000;Education;496;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;1000;Education;1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;1100;Restaurants and hotels;937;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;1100;Restaurants and hotels;1.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;1;RSD;1200;Miscellaneous goods and services;2576;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;0;Total;00;2014;2;structure, %;1200;Miscellaneous goods and services;5.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0000;Total;51034;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0100;Food and non-alcoholic beverages;19223;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0100;Food and non-alcoholic beverages;37.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2760;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;5.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0300;Clothing and footwear;2947;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0300;Clothing and footwear;5.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0400;Housing, water, electricity, gas and other fuels;8374;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0400;Housing, water, electricity, gas and other fuels;16.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2672;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;5.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0600;Health;1928;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0600;Health;3.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0700;Transport;3709;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;2;structure, %;0700;Transport;7.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;G;Urban settlements;00;2014;1;RSD;0800;Communication;2569;;;SORS;Personal household consumption, monthly average;A;Normal value
